Date,SPX
03-12-1990 00:00,324.1
04-12-1990 00:00,326.35
05-12-1990 00:00,329.92
06-12-1990 00:00,329.07
07-12-1990 00:00,327.75
10-12-1990 00:00,328.89
11-12-1990 00:00,326.44
12-12-1990 00:00,330.19
13-12-1990 00:00,329.34
14-12-1990 00:00,326.82
17-12-1990 00:00,326.02
18-12-1990 00:00,330.05
19-12-1990 00:00,330.2
20-12-1990 00:00,330.12
21-12-1990 00:00,331.75
24-12-1990 00:00,329.9
26-12-1990 00:00,330.85
27-12-1990 00:00,328.29
28-12-1990 00:00,328.72
31-12-1990 00:00,330.22
02-01-1991 00:00,326.45
03-01-1991 00:00,321.91
04-01-1991 00:00,321
07-01-1991 00:00,315.44
08-01-1991 00:00,314.9
09-01-1991 00:00,311.49
10-01-1991 00:00,314.53
11-01-1991 00:00,315.23
14-01-1991 00:00,312.49
15-01-1991 00:00,313.73
16-01-1991 00:00,316.17
17-01-1991 00:00,327.97
18-01-1991 00:00,332.23
21-01-1991 00:00,331.06
22-01-1991 00:00,328.31
23-01-1991 00:00,330.21
24-01-1991 00:00,334.78
25-01-1991 00:00,336.07
28-01-1991 00:00,336.03
29-01-1991 00:00,335.84
30-01-1991 00:00,340.91
31-01-1991 00:00,343.93
01-02-1991 00:00,343.05
04-02-1991 00:00,348.34
05-02-1991 00:00,351.26
06-02-1991 00:00,358.07
07-02-1991 00:00,356.52
08-02-1991 00:00,359.35
11-02-1991 00:00,368.58
12-02-1991 00:00,365.5
13-02-1991 00:00,369.02
14-02-1991 00:00,364.22
15-02-1991 00:00,369.06
19-02-1991 00:00,369.39
20-02-1991 00:00,365.14
21-02-1991 00:00,364.97
22-02-1991 00:00,365.65
25-02-1991 00:00,367.26
26-02-1991 00:00,362.81
27-02-1991 00:00,367.74
28-02-1991 00:00,367.07
01-03-1991 00:00,370.47
04-03-1991 00:00,369.33
05-03-1991 00:00,376.72
06-03-1991 00:00,376.17
07-03-1991 00:00,375.91
08-03-1991 00:00,374.95
11-03-1991 00:00,372.96
12-03-1991 00:00,370.03
13-03-1991 00:00,374.57
14-03-1991 00:00,373.5
15-03-1991 00:00,373.59
18-03-1991 00:00,372.11
19-03-1991 00:00,366.59
20-03-1991 00:00,367.92
21-03-1991 00:00,366.58
22-03-1991 00:00,367.48
25-03-1991 00:00,369.83
26-03-1991 00:00,376.3
27-03-1991 00:00,375.35
28-03-1991 00:00,375.22
01-04-1991 00:00,371.3
02-04-1991 00:00,379.5
03-04-1991 00:00,378.94
04-04-1991 00:00,379.77
05-04-1991 00:00,375.36
08-04-1991 00:00,378.66
09-04-1991 00:00,373.56
10-04-1991 00:00,373.15
11-04-1991 00:00,377.63
12-04-1991 00:00,380.4
15-04-1991 00:00,381.19
16-04-1991 00:00,387.62
17-04-1991 00:00,390.45
18-04-1991 00:00,388.46
19-04-1991 00:00,384.2
22-04-1991 00:00,380.95
23-04-1991 00:00,381.76
24-04-1991 00:00,382.76
25-04-1991 00:00,379.25
26-04-1991 00:00,379.02
29-04-1991 00:00,373.66
30-04-1991 00:00,375.34
01-05-1991 00:00,380.29
02-05-1991 00:00,380.52
03-05-1991 00:00,380.8
06-05-1991 00:00,380.08
07-05-1991 00:00,377.32
08-05-1991 00:00,378.51
09-05-1991 00:00,383.25
10-05-1991 00:00,375.74
13-05-1991 00:00,376.76
14-05-1991 00:00,371.62
15-05-1991 00:00,368.57
16-05-1991 00:00,372.19
17-05-1991 00:00,372.39
20-05-1991 00:00,372.28
21-05-1991 00:00,375.35
22-05-1991 00:00,376.19
23-05-1991 00:00,374.96
24-05-1991 00:00,377.49
28-05-1991 00:00,381.94
29-05-1991 00:00,382.79
30-05-1991 00:00,386.96
31-05-1991 00:00,389.83
03-06-1991 00:00,388.06
04-06-1991 00:00,387.74
05-06-1991 00:00,385.09
06-06-1991 00:00,383.63
07-06-1991 00:00,379.43
10-06-1991 00:00,378.57
11-06-1991 00:00,381.05
12-06-1991 00:00,376.65
13-06-1991 00:00,377.63
14-06-1991 00:00,382.29
17-06-1991 00:00,380.13
18-06-1991 00:00,378.59
19-06-1991 00:00,375.09
20-06-1991 00:00,375.42
21-06-1991 00:00,377.75
24-06-1991 00:00,370.94
25-06-1991 00:00,370.65
26-06-1991 00:00,371.59
27-06-1991 00:00,374.4
28-06-1991 00:00,371.16
01-07-1991 00:00,377.92
02-07-1991 00:00,377.47
03-07-1991 00:00,373.33
05-07-1991 00:00,374.08
08-07-1991 00:00,377.94
09-07-1991 00:00,376.11
10-07-1991 00:00,375.74
11-07-1991 00:00,376.97
12-07-1991 00:00,380.25
15-07-1991 00:00,382.39
16-07-1991 00:00,381.54
17-07-1991 00:00,381.18
18-07-1991 00:00,385.37
19-07-1991 00:00,384.22
22-07-1991 00:00,382.88
23-07-1991 00:00,379.42
24-07-1991 00:00,378.64
25-07-1991 00:00,380.96
26-07-1991 00:00,380.93
29-07-1991 00:00,383.15
30-07-1991 00:00,386.69
31-07-1991 00:00,387.81
01-08-1991 00:00,387.12
02-08-1991 00:00,387.18
05-08-1991 00:00,385.06
06-08-1991 00:00,390.62
07-08-1991 00:00,390.56
08-08-1991 00:00,389.32
09-08-1991 00:00,387.12
12-08-1991 00:00,388.02
13-08-1991 00:00,389.62
14-08-1991 00:00,389.9
15-08-1991 00:00,389.33
16-08-1991 00:00,385.58
19-08-1991 00:00,376.47
20-08-1991 00:00,379.43
21-08-1991 00:00,390.59
22-08-1991 00:00,391.33
23-08-1991 00:00,394.17
26-08-1991 00:00,393.85
27-08-1991 00:00,393.06
28-08-1991 00:00,396.64
29-08-1991 00:00,396.47
30-08-1991 00:00,395.43
03-09-1991 00:00,392.15
04-09-1991 00:00,389.97
05-09-1991 00:00,389.14
06-09-1991 00:00,389.1
09-09-1991 00:00,388.57
10-09-1991 00:00,384.56
11-09-1991 00:00,385.09
12-09-1991 00:00,387.34
13-09-1991 00:00,383.59
16-09-1991 00:00,385.78
17-09-1991 00:00,385.5
18-09-1991 00:00,386.94
19-09-1991 00:00,387.56
20-09-1991 00:00,387.92
23-09-1991 00:00,385.92
24-09-1991 00:00,387.71
25-09-1991 00:00,386.88
26-09-1991 00:00,386.49
27-09-1991 00:00,385.9
30-09-1991 00:00,387.86
01-10-1991 00:00,389.2
02-10-1991 00:00,388.26
03-10-1991 00:00,384.47
04-10-1991 00:00,381.25
07-10-1991 00:00,379.5
08-10-1991 00:00,380.67
09-10-1991 00:00,376.8
10-10-1991 00:00,380.55
11-10-1991 00:00,381.45
14-10-1991 00:00,386.47
15-10-1991 00:00,391.01
16-10-1991 00:00,392.8
17-10-1991 00:00,391.92
18-10-1991 00:00,392.5
21-10-1991 00:00,390.02
22-10-1991 00:00,387.83
23-10-1991 00:00,387.94
24-10-1991 00:00,385.07
25-10-1991 00:00,384.2
28-10-1991 00:00,389.52
29-10-1991 00:00,391.48
30-10-1991 00:00,392.96
31-10-1991 00:00,392.45
01-11-1991 00:00,391.32
04-11-1991 00:00,390.28
05-11-1991 00:00,388.71
06-11-1991 00:00,389.97
07-11-1991 00:00,393.72
08-11-1991 00:00,392.89
11-11-1991 00:00,393.12
12-11-1991 00:00,396.74
13-11-1991 00:00,397.41
14-11-1991 00:00,397.15
15-11-1991 00:00,382.62
18-11-1991 00:00,385.24
19-11-1991 00:00,379.42
20-11-1991 00:00,378.53
21-11-1991 00:00,380.06
22-11-1991 00:00,376.14
25-11-1991 00:00,375.34
26-11-1991 00:00,377.96
27-11-1991 00:00,376.55
29-11-1991 00:00,375.22
02-12-1991 00:00,381.4
03-12-1991 00:00,380.96
04-12-1991 00:00,380.07
05-12-1991 00:00,377.39
06-12-1991 00:00,379.1
09-12-1991 00:00,378.26
10-12-1991 00:00,377.9
11-12-1991 00:00,377.7
12-12-1991 00:00,381.55
13-12-1991 00:00,384.47
16-12-1991 00:00,384.46
17-12-1991 00:00,382.74
18-12-1991 00:00,383.48
19-12-1991 00:00,382.52
20-12-1991 00:00,387.04
23-12-1991 00:00,396.82
24-12-1991 00:00,399.33
26-12-1991 00:00,404.84
27-12-1991 00:00,406.46
30-12-1991 00:00,415.14
31-12-1991 00:00,417.09
02-01-1992 00:00,417.26
03-01-1992 00:00,419.34
06-01-1992 00:00,417.96
07-01-1992 00:00,417.4
08-01-1992 00:00,418.1
09-01-1992 00:00,417.61
10-01-1992 00:00,415.1
13-01-1992 00:00,414.34
14-01-1992 00:00,420.44
15-01-1992 00:00,420.77
16-01-1992 00:00,418.21
17-01-1992 00:00,418.86
20-01-1992 00:00,416.36
21-01-1992 00:00,412.64
22-01-1992 00:00,418.13
23-01-1992 00:00,414.96
24-01-1992 00:00,415.48
27-01-1992 00:00,414.99
28-01-1992 00:00,414.96
29-01-1992 00:00,410.34
30-01-1992 00:00,411.62
31-01-1992 00:00,408.78
03-02-1992 00:00,409.53
04-02-1992 00:00,413.85
05-02-1992 00:00,413.84
06-02-1992 00:00,413.82
07-02-1992 00:00,411.09
10-02-1992 00:00,413.77
11-02-1992 00:00,413.76
12-02-1992 00:00,417.13
13-02-1992 00:00,413.69
14-02-1992 00:00,412.48
18-02-1992 00:00,407.38
19-02-1992 00:00,408.26
20-02-1992 00:00,413.9
21-02-1992 00:00,411.43
24-02-1992 00:00,412.27
25-02-1992 00:00,410.45
26-02-1992 00:00,415.35
27-02-1992 00:00,413.86
28-02-1992 00:00,412.7
02-03-1992 00:00,412.45
03-03-1992 00:00,412.85
04-03-1992 00:00,409.33
05-03-1992 00:00,406.51
06-03-1992 00:00,404.44
09-03-1992 00:00,405.21
10-03-1992 00:00,406.89
11-03-1992 00:00,404.03
12-03-1992 00:00,403.89
13-03-1992 00:00,405.84
16-03-1992 00:00,406.39
17-03-1992 00:00,409.58
18-03-1992 00:00,409.15
19-03-1992 00:00,409.8
20-03-1992 00:00,411.3
23-03-1992 00:00,409.91
24-03-1992 00:00,408.88
25-03-1992 00:00,407.52
26-03-1992 00:00,407.86
27-03-1992 00:00,403.5
30-03-1992 00:00,403
31-03-1992 00:00,403.69
01-04-1992 00:00,404.23
02-04-1992 00:00,400.5
03-04-1992 00:00,401.55
06-04-1992 00:00,405.59
07-04-1992 00:00,398.06
08-04-1992 00:00,394.5
09-04-1992 00:00,400.64
10-04-1992 00:00,404.29
13-04-1992 00:00,406.08
14-04-1992 00:00,412.39
15-04-1992 00:00,416.28
16-04-1992 00:00,416.04
20-04-1992 00:00,410.18
21-04-1992 00:00,410.26
22-04-1992 00:00,409.81
23-04-1992 00:00,411.6
24-04-1992 00:00,409.02
27-04-1992 00:00,408.45
28-04-1992 00:00,409.11
29-04-1992 00:00,412.02
30-04-1992 00:00,414.95
01-05-1992 00:00,412.53
04-05-1992 00:00,416.91
05-05-1992 00:00,416.84
06-05-1992 00:00,416.79
07-05-1992 00:00,415.85
08-05-1992 00:00,416.05
11-05-1992 00:00,418.49
12-05-1992 00:00,416.29
13-05-1992 00:00,416.45
14-05-1992 00:00,413.14
15-05-1992 00:00,410.09
18-05-1992 00:00,412.81
19-05-1992 00:00,416.37
20-05-1992 00:00,415.39
21-05-1992 00:00,412.6
22-05-1992 00:00,414.02
26-05-1992 00:00,411.41
27-05-1992 00:00,412.17
28-05-1992 00:00,416.74
29-05-1992 00:00,415.35
01-06-1992 00:00,417.3
02-06-1992 00:00,413.5
03-06-1992 00:00,414.59
04-06-1992 00:00,413.26
05-06-1992 00:00,413.48
08-06-1992 00:00,413.36
09-06-1992 00:00,410.06
10-06-1992 00:00,407.25
11-06-1992 00:00,409.05
12-06-1992 00:00,409.76
15-06-1992 00:00,410.29
16-06-1992 00:00,408.32
17-06-1992 00:00,402.26
18-06-1992 00:00,400.96
19-06-1992 00:00,403.67
22-06-1992 00:00,403.4
23-06-1992 00:00,404.04
24-06-1992 00:00,403.84
25-06-1992 00:00,403.12
26-06-1992 00:00,403.45
29-06-1992 00:00,408.94
30-06-1992 00:00,408.14
01-07-1992 00:00,412.88
02-07-1992 00:00,411.77
06-07-1992 00:00,413.84
07-07-1992 00:00,409.16
08-07-1992 00:00,410.28
09-07-1992 00:00,414.23
10-07-1992 00:00,414.62
13-07-1992 00:00,414.87
14-07-1992 00:00,417.68
15-07-1992 00:00,417.1
16-07-1992 00:00,417.54
17-07-1992 00:00,415.62
20-07-1992 00:00,413.75
21-07-1992 00:00,413.76
22-07-1992 00:00,410.93
23-07-1992 00:00,412.08
24-07-1992 00:00,411.6
27-07-1992 00:00,411.54
28-07-1992 00:00,417.52
29-07-1992 00:00,422.23
30-07-1992 00:00,423.92
31-07-1992 00:00,424.21
03-08-1992 00:00,425.09
04-08-1992 00:00,424.36
05-08-1992 00:00,422.19
06-08-1992 00:00,420.59
07-08-1992 00:00,418.88
10-08-1992 00:00,419.42
11-08-1992 00:00,418.9
12-08-1992 00:00,417.78
13-08-1992 00:00,417.73
14-08-1992 00:00,419.91
17-08-1992 00:00,420.74
18-08-1992 00:00,421.34
19-08-1992 00:00,418.19
20-08-1992 00:00,418.26
21-08-1992 00:00,414.85
24-08-1992 00:00,410.72
25-08-1992 00:00,411.61
26-08-1992 00:00,413.51
27-08-1992 00:00,413.53
28-08-1992 00:00,414.84
31-08-1992 00:00,414.03
01-09-1992 00:00,416.07
02-09-1992 00:00,417.98
03-09-1992 00:00,417.98
04-09-1992 00:00,417.08
08-09-1992 00:00,414.44
09-09-1992 00:00,416.36
10-09-1992 00:00,419.95
11-09-1992 00:00,419.58
14-09-1992 00:00,425.27
15-09-1992 00:00,419.77
16-09-1992 00:00,419.92
17-09-1992 00:00,419.93
18-09-1992 00:00,422.93
21-09-1992 00:00,422.14
22-09-1992 00:00,417.14
23-09-1992 00:00,417.44
24-09-1992 00:00,418.47
25-09-1992 00:00,414.35
28-09-1992 00:00,416.62
29-09-1992 00:00,416.8
30-09-1992 00:00,417.8
01-10-1992 00:00,416.29
02-10-1992 00:00,410.47
05-10-1992 00:00,407.57
06-10-1992 00:00,407.18
07-10-1992 00:00,404.25
08-10-1992 00:00,407.75
09-10-1992 00:00,402.66
12-10-1992 00:00,407.44
13-10-1992 00:00,409.3
14-10-1992 00:00,409.37
15-10-1992 00:00,409.6
16-10-1992 00:00,411.73
19-10-1992 00:00,414.98
20-10-1992 00:00,415.48
21-10-1992 00:00,415.67
22-10-1992 00:00,414.9
23-10-1992 00:00,414.1
26-10-1992 00:00,418.16
27-10-1992 00:00,418.49
28-10-1992 00:00,420.13
29-10-1992 00:00,420.86
30-10-1992 00:00,418.68
02-11-1992 00:00,422.75
03-11-1992 00:00,419.92
04-11-1992 00:00,417.11
05-11-1992 00:00,418.34
06-11-1992 00:00,417.58
09-11-1992 00:00,418.59
10-11-1992 00:00,418.62
11-11-1992 00:00,422.2
12-11-1992 00:00,422.87
13-11-1992 00:00,422.43
16-11-1992 00:00,420.68
17-11-1992 00:00,419.27
18-11-1992 00:00,422.85
19-11-1992 00:00,423.61
20-11-1992 00:00,426.65
23-11-1992 00:00,425.12
24-11-1992 00:00,427.59
25-11-1992 00:00,429.19
27-11-1992 00:00,430.16
30-11-1992 00:00,431.35
01-12-1992 00:00,430.78
02-12-1992 00:00,429.89
03-12-1992 00:00,429.91
04-12-1992 00:00,432.06
07-12-1992 00:00,435.31
08-12-1992 00:00,436.99
09-12-1992 00:00,435.65
10-12-1992 00:00,434.64
11-12-1992 00:00,433.73
14-12-1992 00:00,432.84
15-12-1992 00:00,432.57
16-12-1992 00:00,431.52
17-12-1992 00:00,435.43
18-12-1992 00:00,441.28
21-12-1992 00:00,440.7
22-12-1992 00:00,440.31
23-12-1992 00:00,439.03
24-12-1992 00:00,439.77
28-12-1992 00:00,439.15
29-12-1992 00:00,437.98
30-12-1992 00:00,438.82
31-12-1992 00:00,435.71
04-01-1993 00:00,435.38
05-01-1993 00:00,434.34
06-01-1993 00:00,434.52
07-01-1993 00:00,430.73
08-01-1993 00:00,429.05
11-01-1993 00:00,430.95
12-01-1993 00:00,431.04
13-01-1993 00:00,433.03
14-01-1993 00:00,435.94
15-01-1993 00:00,437.15
18-01-1993 00:00,436.84
19-01-1993 00:00,435.13
20-01-1993 00:00,433.37
21-01-1993 00:00,435.49
22-01-1993 00:00,436.11
25-01-1993 00:00,440.01
26-01-1993 00:00,439.95
27-01-1993 00:00,438.11
28-01-1993 00:00,438.66
29-01-1993 00:00,438.78
01-02-1993 00:00,442.52
02-02-1993 00:00,442.55
03-02-1993 00:00,447.2
04-02-1993 00:00,449.56
05-02-1993 00:00,448.93
08-02-1993 00:00,447.85
09-02-1993 00:00,445.33
10-02-1993 00:00,446.23
11-02-1993 00:00,447.66
12-02-1993 00:00,444.58
16-02-1993 00:00,433.91
17-02-1993 00:00,433.3
18-02-1993 00:00,431.9
19-02-1993 00:00,434.22
22-02-1993 00:00,435.24
23-02-1993 00:00,434.8
24-02-1993 00:00,440.87
25-02-1993 00:00,442.34
26-02-1993 00:00,443.38
01-03-1993 00:00,442.01
02-03-1993 00:00,447.9
03-03-1993 00:00,449.26
04-03-1993 00:00,447.34
05-03-1993 00:00,446.11
08-03-1993 00:00,454.71
09-03-1993 00:00,454.4
10-03-1993 00:00,456.33
11-03-1993 00:00,453.72
12-03-1993 00:00,449.83
15-03-1993 00:00,451.43
16-03-1993 00:00,451.37
17-03-1993 00:00,448.31
18-03-1993 00:00,451.89
19-03-1993 00:00,450.18
22-03-1993 00:00,448.88
23-03-1993 00:00,448.76
24-03-1993 00:00,448.07
25-03-1993 00:00,450.88
26-03-1993 00:00,447.78
29-03-1993 00:00,450.77
30-03-1993 00:00,451.97
31-03-1993 00:00,451.67
01-04-1993 00:00,450.3
02-04-1993 00:00,441.39
05-04-1993 00:00,442.29
06-04-1993 00:00,441.16
07-04-1993 00:00,442.73
08-04-1993 00:00,441.84
12-04-1993 00:00,448.37
13-04-1993 00:00,449.22
14-04-1993 00:00,448.66
15-04-1993 00:00,448.4
16-04-1993 00:00,448.94
19-04-1993 00:00,447.46
20-04-1993 00:00,445.1
21-04-1993 00:00,443.63
22-04-1993 00:00,439.46
23-04-1993 00:00,437.03
26-04-1993 00:00,433.54
27-04-1993 00:00,438.01
28-04-1993 00:00,438.02
29-04-1993 00:00,438.89
30-04-1993 00:00,440.19
03-05-1993 00:00,442.46
04-05-1993 00:00,444.05
05-05-1993 00:00,444.52
06-05-1993 00:00,443.26
07-05-1993 00:00,442.31
10-05-1993 00:00,442.8
11-05-1993 00:00,444.36
12-05-1993 00:00,444.8
13-05-1993 00:00,439.23
14-05-1993 00:00,439.56
17-05-1993 00:00,440.37
18-05-1993 00:00,440.32
19-05-1993 00:00,447.57
20-05-1993 00:00,450.59
21-05-1993 00:00,445.84
24-05-1993 00:00,448
25-05-1993 00:00,448.85
26-05-1993 00:00,453.44
27-05-1993 00:00,452.41
28-05-1993 00:00,450.19
01-06-1993 00:00,453.83
02-06-1993 00:00,453.85
03-06-1993 00:00,452.49
04-06-1993 00:00,450.06
07-06-1993 00:00,447.69
08-06-1993 00:00,444.71
09-06-1993 00:00,445.78
10-06-1993 00:00,445.38
11-06-1993 00:00,447.26
14-06-1993 00:00,447.71
15-06-1993 00:00,446.27
16-06-1993 00:00,447.43
17-06-1993 00:00,448.54
18-06-1993 00:00,443.68
21-06-1993 00:00,446.22
22-06-1993 00:00,445.93
23-06-1993 00:00,443.19
24-06-1993 00:00,446.62
25-06-1993 00:00,447.6
28-06-1993 00:00,451.85
29-06-1993 00:00,450.69
30-06-1993 00:00,450.53
01-07-1993 00:00,449.02
02-07-1993 00:00,445.84
06-07-1993 00:00,441.43
07-07-1993 00:00,442.83
08-07-1993 00:00,448.64
09-07-1993 00:00,448.11
12-07-1993 00:00,448.98
13-07-1993 00:00,448.09
14-07-1993 00:00,450.08
15-07-1993 00:00,449.22
16-07-1993 00:00,445.75
19-07-1993 00:00,446.03
20-07-1993 00:00,447.31
21-07-1993 00:00,447.18
22-07-1993 00:00,444.51
23-07-1993 00:00,447.1
26-07-1993 00:00,449.09
27-07-1993 00:00,448.24
28-07-1993 00:00,447.19
29-07-1993 00:00,450.24
30-07-1993 00:00,448.13
02-08-1993 00:00,450.15
03-08-1993 00:00,449.27
04-08-1993 00:00,448.54
05-08-1993 00:00,448.13
06-08-1993 00:00,448.68
09-08-1993 00:00,450.72
10-08-1993 00:00,449.45
11-08-1993 00:00,450.46
12-08-1993 00:00,448.96
13-08-1993 00:00,450.14
16-08-1993 00:00,452.38
17-08-1993 00:00,453.13
18-08-1993 00:00,456.04
19-08-1993 00:00,456.43
20-08-1993 00:00,456.16
23-08-1993 00:00,455.23
24-08-1993 00:00,459.77
25-08-1993 00:00,460.13
26-08-1993 00:00,461.04
27-08-1993 00:00,460.54
30-08-1993 00:00,461.9
31-08-1993 00:00,463.56
01-09-1993 00:00,463.15
02-09-1993 00:00,461.3
03-09-1993 00:00,461.34
07-09-1993 00:00,458.52
08-09-1993 00:00,456.65
09-09-1993 00:00,457.5
10-09-1993 00:00,461.72
13-09-1993 00:00,462.06
14-09-1993 00:00,459.9
15-09-1993 00:00,461.6
16-09-1993 00:00,459.43
17-09-1993 00:00,458.83
20-09-1993 00:00,455.05
21-09-1993 00:00,452.95
22-09-1993 00:00,456.2
23-09-1993 00:00,457.74
24-09-1993 00:00,457.63
27-09-1993 00:00,461.8
28-09-1993 00:00,461.53
29-09-1993 00:00,460.11
30-09-1993 00:00,458.93
01-10-1993 00:00,461.28
04-10-1993 00:00,461.34
05-10-1993 00:00,461.2
06-10-1993 00:00,460.74
07-10-1993 00:00,459.18
08-10-1993 00:00,460.31
